,,,
00000001,00000001,001,C
00000001,00000002,001,C
00000001,00000003,001,C
00000001,00000004,001,R
00000001,00000005,001,C
00000001,00000006,001,C
00000001,00000007,001,C
00000001,00000008,001,C
00000001,00000009,001,C
00000001,00000010,001,C
00000001,00000011,001,C
00000001,00000012,001,C
00000001,00000013,001,C
00000001,00000014,001,C
00000001,00000015,001,C
00000001,00000016,001,C
00000001,00000017,001,C
00000001,00000018,001,C
00000001,00000019,001,C
00000001,00000020,001,C
00000001,00000021,001,C
00000001,00000022,001,C
00000001,00000023,001,R
00000001,00000024,001,C
00000001,00000025,001,C
00000001,00000026,001,C
00000001,00000027,001,C
00000001,00000028,001,C
00000001,00000029,001,C
00000001,00000030,001,C
00000001,00000031,001,C
00000001,00000032,001,C
00000001,00000033,001,C
00000001,00000034,001,C
00000001,00000035,001,C
00000001,00000036,001,C
00000001,00000037,001,C
00000001,00000038,001,C
00000001,00000039,001,C
00000001,00000040,001,C
00000001,00000041,001,C
00000001,00000042,001,C
00000001,00000043,001,C
00000001,00000044,001,C
00000001,00000045,001,C
00000001,00000046,001,C
00000001,00000047,001,C
00000001,00000047,002,C
00000001,00000048,001,C
00000001,00000048,002,C
00000001,00000049,001,C
00000001,00000049,002,C
00000001,00000050,001,C
00000001,00000050,002,C
00000001,00000051,001,C
00000001,00000051,002,C
00000001,00000052,001,C
00000001,00000052,002,C
00000001,00000053,001,C
00000001,00000053,002,C
00000001,00000054,001,C
00000001,00000054,002,C
00000001,00000055,001,C
00000001,00000055,002,C
00000001,00000056,001,C
00000001,00000056,002,C
00000001,00000057,001,C
00000001,00000057,002,C
00000001,00000058,001,C
00000001,00000058,002,C
00000001,00000059,001,C
00000001,00000060,001,C
00000001,00000061,001,C
00000001,00000062,001,R
00000001,00000063,001,C
00000001,00000064,001,R
00000001,00000065,001,C
00000001,00000066,001,C
00000001,00000067,001,C
00000001,00000068,001,R
00000001,00000069,001,C
00000001,00000070,001,C
00000001,00000071,001,C
00000001,00000072,001,C
00000001,00000073,001,C
00000001,00000074,001,C
00000001,00000075,001,C
00000001,00000076,001,C
00000001,00000077,001,C
00000002,00000016,002,C
00000002,00000017,002,C
00000002,00000018,002,C
00000002,00000019,002,C
00000002,00000020,002,C
00000002,00000021,002,C
00000002,00000022,002,C
00000002,00000023,002,C
00000002,00000024,002,C
00000002,00000025,002,C
00000002,00000026,002,C
00000002,00000078,001,C
00000002,00000079,001,C
00000002,00000080,001,C
00000002,00000081,001,C
00000002,00000082,001,C
00000002,00000083,001,C
00000002,00000084,001,C
00000002,00000085,001,C
00000002,00000086,001,C
00000002,00000087,001,C
00000002,00000088,001,C
00000002,00000089,001,C
00000002,00000090,001,C
00000002,00000091,001,C
00000002,00000092,001,C
00000002,00000093,001,C
00000002,00000094,001,C
00000002,00000095,001,C
00000002,00000096,001,C
00000002,00000097,001,C
00000002,00000098,001,C
00000002,00000099,001,C
00000002,00000100,001,C
00000002,00000101,001,C
00000002,00000102,001,C
00000002,00000103,001,C
00000002,00000104,001,C
00000002,00000105,001,C
00000002,00000106,001,C
00000002,00000107,001,C
00000002,00000108,001,C
00000002,00000109,001,C
00000002,00000110,001,C
00000002,00000111,001,C
00000002,00000112,001,C
00000002,00000113,001,C
00000002,00000114,001,C
00000002,00000115,001,C
00000002,00000116,001,C
00000002,00000117,001,C
00000002,00000118,001,C
00000002,00000119,001,C
00000002,00000120,001,C
00000002,00000121,001,C
00000002,00000122,001,C
00000002,00000123,001,C
00000002,00000124,001,C
00000002,00000125,001,C
00000002,00000126,001,C
00000002,00000127,001,C
00000002,00000128,001,C
00000002,00000129,001,C
00000002,00000130,001,C
00000002,00000131,001,C
00000002,00000132,001,C
00000002,00000133,001,C
00000002,00000134,001,C
00000002,00000135,001,C
00000002,00000136,001,C
00000002,00000137,001,C
00000002,00000138,001,C
00000002,00000139,001,C
00000002,00000140,001,C
00000002,00000141,001,C
00000002,00000142,001,C
00000002,00000143,001,C
00000002,00000144,001,C
00000002,00000145,001,C
00000003,00000010,002,C
00000003,00000011,002,C
00000003,00000012,002,C
00000003,00000013,002,C
00000003,00000014,002,C
00000003,00000015,002,C
00000003,00000146,001,C
00000003,00000147,001,C
00000003,00000148,001,C
00000003,00000149,001,C
00000003,00000150,001,C
00000003,00000151,001,C
00000003,00000152,001,R
00000003,00000153,001,C
00000003,00000154,001,C
00000003,00000155,001,C
00000003,00000156,001,C
00000003,00000157,001,C
00000003,00000158,001,C
00000003,00000159,001,C
00000003,00000160,001,C
00000003,00000161,001,C
00000003,00000162,001,C
00000003,00000163,001,C
00000003,00000164,001,C
00000003,00000165,001,C
00000003,00000166,001,C
00000003,00000167,001,C
00000003,00000168,001,C
00000003,00000169,001,R
00000003,00000170,001,C
00000003,00000171,001,C
00000003,00000172,001,C
00000003,00000173,001,C
00000003,00000174,001,C
00000003,00000175,001,C
00000003,00000176,001,C
00000003,00000177,001,C
00000003,00000178,001,C
00000003,00000179,001,C
00000003,00000180,001,C
00000003,00000181,001,C
00000003,00000182,001,C
00000003,00000183,001,C
00000003,00000184,001,C
00000003,00000185,001,C
00000003,00000186,001,C
00000003,00000187,001,C
00000003,00000188,001,C
00000003,00000189,001,C
00000003,00000190,001,C
